"KAD_GEM_CODE","KAD_NAAM","BURG_NR","BURG_GEM_KODE","BURG_NAAM","BEW_CODE","BEW_NAAM","MAPINFO_ID"
"OVS00","OVERSCHIE","0599","RTD01","ROTTERDAM","15","ROTTERDAM",20781
"OWD00","ONSTWEDDE","0037","SKN01","STADSKANAAL","22","GRONINGEN",20782
"OZN00","OOSTZAAN","0431","OZN00","OOSTZAAN","14","AMSTERDAM",20783
"PAK00","PIJNACKER","1926","PAK01","PIJNACKER-NOOTDORP","16","ZOETERMEER",20784
"PBK00","POLSBROEK","0331","LPK00","LOPIK","17","UTRECHT",20785
"PCH00","PRINCENHAGE","0758","BDA00","BREDA","13","BREDA",20786
"PCS00","SINT PANCRAS","0416","LGD00","LANGEDIJK","24","ALKMAAR",20787
"PDR00","POEDEROIJEN","0297","ZBM00","ZALTBOMMEL","25","ARNHEM",20788
"PHL00","PIERSHIL","0588","KRD01","KORENDIJK","15","ROTTERDAM",20789
"PKL01","NIEUWE PEKELA","0765","PKL03","PEKELA","22","GRONINGEN",20790
"PKL02","OUDE PEKELA","0765","PKL03","PEKELA","22","GRONINGEN",20791
"PLL00","SINT PHILIPSLAND","0716","TLN00","THOLEN","12","MIDDELBURG",20792
"PLP00","PHILIPPINE","0715","TNZ00","TERNEUZEN","12","MIDDELBURG",20793
"PMR00","PURMEREND","0439","PMR00","PURMEREND","24","ALKMAAR",20794
"PND00","PANNERDEN","0196","RWD00","RIJNWAARDEN","25","ARNHEM",20795
"PNS00","PERNIS","0599","RTD01","ROTTERDAM","15","ROTTERDAM",20796
"PPD00","PAPENDRECHT","0590","PPD00","PAPENDRECHT","15","ROTTERDAM",20797
"PPK00","PAPEKOP","0589","ODW00","OUDEWATER","17","UTRECHT",20798
"TGL00","TEGELEN","0983","VLO00","VENLO","18","ROERMOND",20940
"TGR00","TONGELRE","0772","EHV00","EINDHOVEN","19","EINDHOVEN",20941
"THD00","TERHEIJDEN","1719","DML00","DRIMMELEN","13","BREDA",20942
"THN00","TERHORNE","0055","BSH01","BOARNSTERHIM","20","LEEUWARDEN",20943
"THO00","THORN","1641","MGW00","MAASGOUW","18","ROERMOND",20944
"THV00","TIENHOVEN","0707","ZDR00","ZEDERIK","15","ROTTERDAM",20945
"TIE00","TIEL","0281","TIE00","TIEL","25","ARNHEM",20946
"TJU00","TJUM","0070","FNK02","FRANEKERADEEL","20","LEEUWARDEN",20947
"TLB00","TJALLEBERD","0074","HRV01","HEERENVEEN","20","LEEUWARDEN",20948
"TLN00","THOLEN","0716","TLN00","THOLEN","12","MIDDELBURG",20949
"TLO00","TWELLO","0285","VOO00","VOORST","25","ARNHEM",20950
"TMT00","TERMUNTEN","0010","DZL01","DELFZIJL","22","GRONINGEN",20951
"TMU00","TZUMMARUM","0070","FNK02","FRANEKERADEEL","20","LEEUWARDEN",20952
"TND00","TERNAARD","0058","DGR00","DONGERADEEL","20","LEEUWARDEN",20953
"TNZ00","TERNEUZEN","0715","TNZ00","TERNEUZEN","12","MIDDELBURG",20954
"TSG00","TOLSTEEG","0344","UTT00","UTRECHT","17","UTRECHT",20955
"TSL00","TERSCHELLING","0093","TSL00","TERSCHELLING","20","LEEUWARDEN",20956
"TTR00","TETERINGEN","0758","BDA00","BREDA","13","BREDA",20957
"TWD00","TJERKWERD","1900","FLN00","SUDWEST FRYSLAN","20","LEEUWARDEN",20958
"UBG00","UBBERGEN","0282","UBG00","UBBERGEN","25","ARNHEM",20959
"UBH00","UBACH OVER WORMS","0882","LGF00","LANDGRAAF","18","ROERMOND",20960
"UDH00","UDENHOUT","0855","TBG01","TILBURG","13","BREDA",20961
"UDN00","UDEN","0856","UDN00","UDEN","19","EINDHOVEN",20962
"UGT00","UITGEEST","0450","UGT00","UITGEEST","24","ALKMAAR",20963
"UHN00","UITHOORN","0451","UHN00","UITHOORN","14","AMSTERDAM",20964
"UHZ01","UITHUIZEN","1651","EMD03","EEMSMOND","22","GRONINGEN",20965
"UHZ02","UITHUIZERMEEDEN","1651","EMD03","EEMSMOND","22","GRONINGEN",20966
"ULS00","ULESTRATEN","0938","MSN01","MEERSSEN","18","ROERMOND",20967
"UMD00","URMOND","0971","STE00","STEIN","18","ROERMOND",20968
"UQT00","USQUERT","1651","EMD03","EEMSMOND","22","GRONINGEN",20969
"URK00","URK","0184","URK00","URK","26","LELYSTAD",20970
"URM00","ULRUM","1663","MNE00","DE MARNE","22","GRONINGEN",20971
"URT00","URETERP","0086","OSL00","OPSTERLAND","20","LEEUWARDEN",20972
"UTT00","UTRECHT","0344","UTT00","UTRECHT","17","UTRECHT",20973
"VAA00","VAALS","0981","VAA00","VAALS","18","ROERMOND",20974
"VAN00","VIANEN","0620","VAN00","VIANEN","15","ROTTERDAM",20975
"VBG01","VOORBURG","1916","LSD01","LEIDSCHENDAM-VOORBURG","16","ZOETERMEER",20976
"VBG02","VALBURG","1734","OVB00","OVERBETUWE","25","ARNHEM",20977
"VDG00","VLAARDINGEN","0622","VDG00","VLAARDINGEN","15","ROTTERDAM",20978
"VDM00","VEENDAM","0047","VDM00","VEENDAM","22","GRONINGEN",20979
"VDN02","VORDEN","1876","BHT00","BRONCKHORST","25","ARNHEM",20980
"VDP00","VLODROP","1669","RDL01","ROERDALEN","18","ROERMOND",20981
"VDR00","VLEDDER","1701","WTV01","WESTERVELD","21","ASSEN",20982
"VEL01","VELP (GLD)","0275","RDN02","RHEDEN","25","ARNHEM",20983
"VEU00","VEUR","1916","LSD01","LEIDSCHENDAM-VOORBURG","16","ZOETERMEER",20984
"VHL00","VEGHEL","0860","VHL00","VEGHEL","19","EINDHOVEN",20985
"VHT00","VOORHOUT","1525","TLG00","TEYLINGEN","16","ZOETERMEER",20986
"VHV01","VELDHOVEN","0861","VHV01","VELDHOVEN","19","EINDHOVEN",20987
"VHV03","OUD-VROENHOVEN","0935","MTT00","MAASTRICHT","18","ROERMOND",20988
"VHZ01","VELDHUIZEN","0344","UTT00","UTRECHT","17","UTRECHT",20989
"VHZ02","VOORTHUIZEN","0203","BNV00","BARNEVELD","25","ARNHEM",20990
"VHZ03","VENHUIZEN","0498","DTL00","DRECHTERLAND","24","ALKMAAR",20991
"VKB01","VALKENBURG (L)","0994","VKB01","VALKENBURG AAN DE GEUL","18","ROERMOND",20992
"VKB02","VALKENBURG (Z.H.)","0537","KWK01","KATWIJK","16","ZOETERMEER",20993
"VKB03","OUD-VALKENBURG","0994","VKB01","VALKENBURG AAN DE GEUL","18","ROERMOND",20994
"VKN00","VALKENISSE","0717","VRE00","VEERE","12","MIDDELBURG",20995
"VKV00","VINKEVEEN","0736","RDE01","DE RONDE VENEN","17","UTRECHT",20996
"VKW00","VALKENSWAARD","0858","VKW00","VALKENSWAARD","19","EINDHOVEN",20997
"VLB00","VIERLINGSBEEK","0756","BMR00","BOXMEER","19","EINDHOVEN",20998
"VLD01","VLIELAND","0096","VLD01","VLIELAND","20","LEEUWARDEN",20999
"VLD02","VREELAND","1904","SSE00","STICHTSE VECHT","17","UTRECHT",21000
"VLH00","VOLLENHOVE","1708","SWK02","STEENWIJKERLAND","23","ZWOLLE",21001
"VLI00","VLIST","0623","VLI00","VLIST","15","ROTTERDAM",21002
"VLO00","VENLO","0983","VLO00","VENLO","18","ROERMOND",21003
"VMN00","VLIJMEN","0797","VMN00","VLIJMEN","19","EINDHOVEN",21004
"VND00","VEENENDAAL","0345","VND00","VEENENDAAL","17","UTRECHT",21005
"VOO00","VOORST","0285","VOO00","VOORST","25","ARNHEM",21006
"VPD00","VIERPOLDERS","0501","BLE02","BRIELLE","15","ROTTERDAM",21007
"VRD00","VOERENDAAL","0986","VRD00","VOERENDAAL","18","ROERMOND",21008
"VRE00","VEERE","0717","VRE00","VEERE","12","MIDDELBURG",21009
"VRI00","VRIES","1730","TNL00","TYNAARLO","21","ASSEN",21010
"VRK00","VARIK","0304","NRE00","NEERIJNEN","25","ARNHEM",21011
"VRN00","VUREN","0733","LGW00","LINGEWAAL","25","ARNHEM",21012
"VRY00","VENRAY","0984","VRY00","VENRAY","18","ROERMOND",21013
"VSG00","VLISSINGEN","0718","VSG00","VLISSINGEN","12","MIDDELBURG",21014
"VSM01","VESSEM","0770","ESL00","EERSEL","19","EINDHOVEN",21015
"VSM02","NIEUW-VOSSEMEER","0851","SBG02","STEENBERGEN","13","BREDA",21016
"VSM03","OUD-VOSSEMEER","0716","TLN00","THOLEN","12","MIDDELBURG",21017
"VSN01","VELSEN","0453","VSN01","VELSEN","14","AMSTERDAM",21018
"VSN02","VAASSEN","0232","EPE00","EPE","25","ARNHEM",21019
"VSN03","VEESSEN","0246","HDE00","HEERDE","25","ARNHEM",21020
"VST00","VOORSCHOTEN","0626","VST00","VOORSCHOTEN","16","ZOETERMEER",21021
"VSV00","VARSSEVELD","1509","ISS01","OUDE IJSSELSTREEK","25","ARNHEM",21022
"VTN00","VLEUTEN","0344","UTT00","UTRECHT","17","UTRECHT",21023
"VUG00","VUGHT","0865","VUG00","VUGHT","19","EINDHOVEN",21024
"VWD01","VEENWOUDEN","1891","DTM01","DANTUMADIEL","20","LEEUWARDEN",21025
"VWD02","VLAGTWEDDE","0048","VWD02","VLAGTWEDDE","22","GRONINGEN",21026
"VWE00","LIEVE VROUWE PAROCHIE","0063","BIL02","HET BILDT","20","LEEUWARDEN",21027
"VWK00","VREESWIJK","0356","NWG00","NIEUWEGEIN","17","UTRECHT",21028
"VZV00","VRIEZENVEEN","1700","TTR01","TWENTERAND","23","ZWOLLE",21029
"WBG00","WOUBRUGGE","1884","KAA00","KAAG EN BRAASSEM","16","ZOETERMEER",21030
"WCN00","WIJCHEN","0296","WCN00","WIJCHEN","25","ARNHEM",21031
"WCR99","FICTIEVE KODE","9999","ZLD99","FICTIEVE KODE","12","MIDDELBURG",21032
"WDB01","WAARDENBURG","0304","NRE00","NEERIJNEN","25","ARNHEM",21033
"WDB02","WOUDENBERG","0351","WDB02","WOUDENBERG","17","UTRECHT",21034
"WDC00","WOUDRICHEM","0874","WDC00","WOUDRICHEM","13","BREDA",21035
"WDE01","WAARDE","0703","RMW00","REIMERSWAAL","12","MIDDELBURG",21036
"WDE02","LANGE RUIGE WEIDE","1901","BDG02","BODEGRAVEN-REEUWIJK","15","ROTTERDAM",21037
"WDE03","WEDDE","0007","BLW00","BELLINGWEDDE","22","GRONINGEN",21038
"WDM00","WIRDUM","0080","LWD00","LEEUWARDEN","20","LEEUWARDEN",21039
"WDN01","WOERDEN","0632","WDN01","WOERDEN","17","UTRECHT",21040
"WDN02","WIERDEN","0189","WDN02","WIERDEN","23","ZWOLLE",21041
"WDN03","WADENOIJEN","0281","TIE00","TIEL","25","ARNHEM",21042
"WDP00","WESTDORPE","0715","TNZ00","TERNEUZEN","12","MIDDELBURG",21043
"WDR01","WARDER","0478","ZVG00","ZEEVANG","24","ALKMAAR",21044
"WDR02","WAARDER","1901","BDG02","BODEGRAVEN-REEUWIJK","15","ROTTERDAM",21045
"WDT00","WOENSDRECHT","0873","WDT00","WOENSDRECHT","13","BREDA",21046
"WDV01","WADDINXVEEN","0627","WDV01","WADDINXVEEN","15","ROTTERDAM",21047
"WDV02","WILDERVANK","0047","VDM00","VEENDAM","22","GRONINGEN",21048
"WDV03","WILDERVANK DE","0037","SKN01","STADSKANAAL","22","GRONINGEN",21049
"WDW00","WIJDEWORMER","0880","WML00","WORMERLAND","24","ALKMAAR",21050
"WDZ01","WADDENZEE I","0000","WDZ01","WADDENZEE I","22","GRONINGEN",21051
"WDZ02","WADDENZEE II","0000","WDZ02","WADDENZEE II","20","LEEUWARDEN",21052
"WDZ03","WADDENZEE III","0000","WDZ03","WADDENZEE III","24","ALKMAAR",21053
"WED00","WOUDSEND","1900","FLN00","SUDWEST FRYSLAN","20","LEEUWARDEN",21054
"WEE01","WEERT","0988","WEE01","WEERT","18","ROERMOND",21055
"WEE02","WEESP","0457","WEE02","WEESP","14","AMSTERDAM",21056
"WEH00","WEHL","0222","DTC03","DOETINCHEM","25","ARNHEM",21057
"WEU00","WEURT","0209","BNG00","BEUNINGEN","25","ARNHEM",21058
"WFM00","WARFFUM","1651","EMD03","EEMSMOND","22","GRONINGEN",21059
"WGD00","WIJNGAARDEN","1927","MLW00","MOLENWAARD","15","ROTTERDAM",21060
"WGN00","WAGENINGEN","0289","WGN00","WAGENINGEN","25","ARNHEM",21061
"WHE00","WIJHE","1773","OLS01","OLST-WIJHE","23","ZWOLLE",21062
"WHV00","WERKHOVEN","0312","BNK02","BUNNIK","17","UTRECHT",21063
"WIJ01","WIJK BIJ DUURSTEDE","0352","WIJ01","WIJK BIJ DUURSTEDE","17","UTRECHT",21064
"WIJ02","WIJK AAN ZEE EN DUIN","0375","BVW00","BEVERWIJK","24","ALKMAAR",21065
"WIJ03","DE WIJK","1690","WDN03","DE WOLDEN","21","ASSEN",21066
"WIL00","WILP","0285","VOO00","VOORST","25","ARNHEM",21067
"WIS00","WISCH","1509","ISS01","OUDE IJSSELSTREEK","25","ARNHEM",21068
"WKD00","WERKENDAM","0870","WKD00","WERKENDAM","13","BREDA",21069
"WKM00","WORKUM","1900","FLN00","SUDWEST FRYSLAN","20","LEEUWARDEN",21070
"WKP00","WESTKAPELLE","0717","VRE00","VEERE","12","MIDDELBURG",21071
"WLG00","WILLIGE-LANGERAK","0331","LPK00","LOPIK","17","UTRECHT",21072
"WLK00","WILLESKOP","0335","MFT01","MONTFOORT","17","UTRECHT",21073
"WLS00","WILLEMSTAD","1709","MDK00","MOERDIJK","13","BREDA",21074
"WMD01","WARMOND","1525","TLG00","TEYLINGEN","16","ZOETERMEER",21075
"WMD02","WEMELDINGE","0678","KPL01","KAPELLE","12","MIDDELBURG",21076
"WMH00","WARMENHUIZEN","0441","SGN00","SCHAGEN","24","ALKMAAR",21077
"WML00","WAMEL","0668","MAA01","WEST MAAS EN WAAL","25","ARNHEM",21078
"WMR00","WORMER","0880","WML00","WORMERLAND","24","ALKMAAR",21079
"WMS01","WESTMAAS","0585","BNM00","BINNENMAAS","15","ROTTERDAM",21080
"WMS02","WOMMELS","0140","LTS00","LITTENSERADIEL","20","LEEUWARDEN",21081
"WMS03","WITMARSUM","1900","FLN00","SUDWEST FRYSLAN","20","LEEUWARDEN",21082
"WMV00","WORMERVEER","0479","ZSD00","ZAANSTAD","14","AMSTERDAM",21083
"WNM00","WOGNUM","0420","MDB02","MEDEMBLIK","24","ALKMAAR",21084
"WNP00","WANNEPERVEEN","1708","SWK02","STEENWIJKERLAND","23","ZWOLLE",21085
"WNR00","WIJNANDSRADE","0951","NUT00","NUTH","18","ROERMOND",21086
"WNS00","WILNIS","0736","RDE01","DE RONDE VENEN","17","UTRECHT",21087
"WOU00","WOUW","1674","RSD00","ROOSENDAAL","13","BREDA",21088
"WPK01","WASPIK","0867","WWK00","WAALWIJK","13","BREDA",21089
"WPK02","WEESPERKARSPEL","0363","ASD02","AMSTERDAM","14","AMSTERDAM",21090
"WRE01","WIJLRE","1729","GPN00","GULPEN-WITTEM","18","ROERMOND",21091
"WRE02","WAALRE","0866","WRE02","WAALRE","19","EINDHOVEN",21092
"WRG01","WIERINGEN","1911","HLS00","HOLLANDS KROON","24","ALKMAAR",21093
"WRG02","WIERINGERWAARD","1911","HLS00","HOLLANDS KROON","24","ALKMAAR",21094
"WRG03","WIERINGERMEER","1911","HLS00","HOLLANDS KROON","24","ALKMAAR",21095
"WRG04","WARREGA","0055","BSH01","BOARNSTERHIM","20","LEEUWARDEN",21096
"WRJ00","WANROIJ","1702","ATN03","SINT ANTHONIS","19","EINDHOVEN",21097
"WSK00","WISSENKERKE","1695","BVL00","NOORD-BEVELAND","12","MIDDELBURG",21098
"WSL01","WOENSEL","0772","EHV00","EINDHOVEN","19","EINDHOVEN",21099
"WSL02","WEERSELO","1774","DKL00","DINKELLAND","23","ZWOLLE",21100
"WSM01","WESSEM","1641","MGW00","MAASGOUW","18","ROERMOND",21101
"WSM02","WANSSUM","0984","VRY00","VENRAY","18","ROERMOND",21102
"WSM03","WILSUM","0166","KPN01","KAMPEN","23","ZWOLLE",21103
"WSM04","WINSUM","0053","WSM04","WINSUM","22","GRONINGEN",21104
"WSN01","WASSENAAR","0629","WSN01","WASSENAAR","16","ZOETERMEER",21105
"WSN02","WINSSEN","0209","BNG00","BEUNINGEN","25","ARNHEM",21106
"WST00","WINSCHOTEN","1895","OAT00","OLDAMBT","22","GRONINGEN",21107
"WTB00","WESTERBORK","1731","DTE00","MIDDEN-DRENTHE","21","ASSEN",21108
"WTG01","WESTERGEEST","0079","KLM02","KOLLUMERLAND EN NIEUWKRUISLAND","20","LEEUWARDEN",21109
"WTG02","WATERGRAAFSMEER","0363","ASD02","AMSTERDAM","14","AMSTERDAM",21110
"WTH00","WESTERHOVEN","1724","BEK00","BERGEIJK","19","EINDHOVEN",21111
"WTL00","WATERLAND","0852","WTL00","WATERLAND","24","ALKMAAR",21112
"WTM00","WITTEM","1729","GPN00","GULPEN-WITTEM","18","ROERMOND",21113
"WTR00","WATERINGEN","1783","WLD00","WESTLAND","16","ZOETERMEER",21114
"WTS00","WESTERSCHOUWEN","1676","SWN00","SCHOUWEN-DUIVELAND","12","MIDDELBURG",21115
"WTV00","WESTERVOORT","0293","WTV00","WESTERVOORT","25","ARNHEM",21116
"WTW00","WINTERSWIJK","0294","WTW00","WINTERSWIJK","25","ARNHEM",21117
"WVD00","WARNSVELD","0301","ZPN00","ZUTPHEN","25","ARNHEM",21118
"WVG00","WOLVEGA","0098","WSL03","WESTSTELLINGWERF","20","LEEUWARDEN",21119
"WVH00","WERVERSHOOF","0420","MDB02","MEDEMBLIK","24","ALKMAAR",21120
"WVN00","WESTVOORNE","0614","WVN00","WESTVOORNE","15","ROTTERDAM",21121
"WVV00","WAVERVEEN","0736","RDE01","DE RONDE VENEN","17","UTRECHT",21122
"WWK00","WAALWIJK","0867","WWK00","WAALWIJK","13","BREDA",21123
"WZN00","WESTZAAN","0479","ZSD00","ZAANSTAD","14","AMSTERDAM",21124
"WZV99","FICTIEVE CODE","9999","ZLD99","FICTIEVE KODE","12","MIDDELBURG",21125
"YSK00","YERSEKE","0703","RMW00","REIMERSWAAL","12","MIDDELBURG",21126
"ZAL00","ZALK","0166","KPN01","KAMPEN","23","ZWOLLE",21127
"ZAN00","'T ZANDT","0024","LPS00","LOPPERSUM","22","GRONINGEN",21128
"ZBK00","ZUIDBROEK","1987","MTW00","MENTERWOLDE","22","GRONINGEN",21129
"ZBM00","ZALTBOMMEL","0297","ZBM00","ZALTBOMMEL","25","ARNHEM",21130
"ZDK00","ZAANDIJK","0479","ZSD00","ZAANSTAD","14","AMSTERDAM",21131
"ZDM01","ZAANDAM","0479","ZSD00","ZAANSTAD","14","AMSTERDAM",21132
"ZDM02","ZEDDAM","1955","MFL00","MONTFERLAND","25","ARNHEM",21133
"ZDR00","ZEDERIK","0707","ZDR00","ZEDERIK","15","ROTTERDAM",21134
"ZDT01","ZWIJNDRECHT","0642","ZDT01","ZWIJNDRECHT","15","ROTTERDAM",21135
"ZDT02","ZUNDERT","0879","ZDT02","ZUNDERT","13","BREDA",21136
"ZEI00","ZEIST","0355","ZEI00","ZEIST","17","UTRECHT",21137
"ZHM00","ZELHEM","1876","BHT00","BRONCKHORST","25","ARNHEM",21138
"ZHN00","ZUIDHORN","0056","ZHN00","ZUIDHORN","22","GRONINGEN",21139
"ZLC00","ZUILICHEM","0297","ZBM00","ZALTBOMMEL","25","ARNHEM",21140
"ZLD01","ZUIDLAND","0568","BNS04","BERNISSE","15","ROTTERDAM",21141
"ZLD02","ZEELAND","1685","LDD01","LANDERD","19","EINDHOVEN",21142
"ZLE00","ZWOLLE","0193","ZLE00","ZWOLLE","23","ZWOLLE",21143
"ZLK00","ZWOLLERKERSPEL","0193","ZLE00","ZWOLLE","23","ZWOLLE",21144
"ZLN01","ZOELEN","0214","BRN00","BUREN","25","ARNHEM",21145
"ZLN02","ZUILEN","0344","UTT00","UTRECHT","17","UTRECHT",21146
"ZLO00","ZWEELOO","0109","CVD00","COEVORDEN","21","ASSEN",21147
"ZLR00","ZUIDLAREN","1730","TNL00","TYNAARLO","21","ASSEN",21148
"ZLW00","HOOGE EN LAGE ZWALUWE","1719","DML00","DRIMMELEN","13","BREDA",21149
"ZPE00","ZIJPE","0441","SGN00","SCHAGEN","24","ALKMAAR",21150
"ZPN00","ZUTPHEN","0301","ZPN00","ZUTPHEN","25","ARNHEM",21151
"ZRZ00","ZIERIKZEE","1676","SWN00","SCHOUWEN-DUIVELAND","12","MIDDELBURG",21152
"ZSG00","ZAAMSLAG","0715","TNZ00","TERNEUZEN","12","MIDDELBURG",21153
"ZSS00","ZWARTSLUIS","1896","ZTW02","ZWARTEWATERLAND","23","ZWOLLE",21154
"ZTM00","ZOETERMEER","0637","ZTM00","ZOETERMEER","16","ZOETERMEER",21155
"ZTN00","ZETTEN","1734","OVB00","OVERBETUWE","25","ARNHEM",21156
"ZTV00","ZOUTEVEEN","1842","MDN03","MIDDEN-DELFLAND","16","ZOETERMEER",21157
"ZTW01","ZOETERWOUDE","0638","ZTW01","ZOETERWOUDE","16","ZOETERMEER",21158
"ZTW02","ZWARTEWAAL","0501","BLE02","BRIELLE","15","ROTTERDAM",21159
"ZVB00","ZEVENBERGEN","1709","MDK00","MOERDIJK","13","BREDA",21160
"ZVD00","ZEGVELD","0632","WDN01","WOERDEN","17","UTRECHT",21161
"ZVH01","ZEVENHOVEN","0569","NKP01","NIEUWKOOP","16","ZOETERMEER",21162
"ZVH02","ZEVENHUIZEN","1892","ZPS00","ZUIDPLAS","15","ROTTERDAM",21163
"ZVN01","ZEVENAAR","0299","ZVN01","ZEVENAAR","25","ARNHEM",21164
"ZVN02","OUD-ZEVENAAR","0299","ZVN01","ZEVENAAR","25","ARNHEM",21165
"ZVT00","ZANDVOORT","0473","ZVT00","ZANDVOORT","14","AMSTERDAM",21166
"ZWD01","ZEGWAARD","0637","ZTM00","ZOETERMEER","16","ZOETERMEER",21167
"ZWD02","ZUIDWOLDE","1690","WDN03","DE WOLDEN","21","ASSEN",21168
"ZWD03","ZEEWOLDE","0050","ZWD03","ZEEWOLDE","26","LELYSTAD",21169
"DTO02","DINTELOORD","0851","SBG02","STEENBERGEN","13","BREDA",20210
"DVL00","DUIVELAND","1676","SWN00","SCHOUWEN-DUIVELAND","12","MIDDELBURG",20211
"DVN00","DUIVEN","0226","DVN00","DUIVEN","25","ARNHEM",20212
"DVR00","DIEVER","1701","WTV01","WESTERVELD","21","ASSEN",20213
"DVT00","DEVENTER","0150","DVT00","DEVENTER","23","ZWOLLE",20214
"DWD00","DUURSWOUDE","0086","OSL00","OPSTERLAND","20","LEEUWARDEN",20215
"DWH00","DOORWERTH","0274","RKM00","RENKUM","25","ARNHEM",20216
"DZL01","DELFZIJL","0010","DZL01","DELFZIJL","22","GRONINGEN",20217
"EBG01","ELBURG","0230","EBG01","ELBURG","25","ARNHEM",20218
"EBG02","EIBERGEN","1859","BKL10","BERKELLAND","25","ARNHEM",20219
"ECH00","ECHT","1711","ECH01","ECHT-SUSTEREN","18","ROERMOND",20220
"ECK00","ECK EN WIEL","0214","BRN00","BUREN","25","ARNHEM",20221
"EDE01","EDE","0228","EDE01","EDE","25","ARNHEM",20222
"EDE02","EELDE","1730","TNL00","TYNAARLO","21","ASSEN",20223
"EDM00","EDAM","0385","EDM00","EDAM-VOLENDAM","24","ALKMAAR",20224
"EDN00","EIJSDEN","1903","EDN01","EIJSDEN-MARGRATEN","18","ROERMOND",20225
"EEX00","EE","0058","DGR00","DONGERADEEL","20","LEEUWARDEN",20226
"EHV00","EINDHOVEN","0772","EHV00","EINDHOVEN","19","EINDHOVEN",20227
"EHZ00","ENKHUIZEN","0388","EHZ00","ENKHUIZEN","24","ALKMAAR",20228
"ELO00","ELSLOO","0971","STE00","STEIN","18","ROERMOND",20229
"ELS00","ELST","1734","OVB00","OVERBETUWE","25","ARNHEM",20230
"EMD01","EGMOND AAN ZEE","0373","BGN03","BERGEN (NH)","24","ALKMAAR",20231
"EMD02","EGMOND-BINNEN","0373","BGN03","BERGEN (NH)","24","ALKMAAR",20232
"EML00","ERMELO","0233","EML00","ERMELO","25","ARNHEM",20233
"EMN00","EMMEN","0114","EMN00","EMMEN","21","ASSEN",20234
"ENS00","EEMNES","0317","ENS00","EEMNES","17","UTRECHT",20235
"EPE00","EPE EN OENE","0232","EPE00","EPE","25","ARNHEM",20236
"ERM00","EENRUM","1663","MNE00","DE MARNE","22","GRONINGEN",20237
"ERP00","ERP","0860","VHL00","VEGHEL","19","EINDHOVEN",20238
"ESC00","ESCH","0788","HRN02","HAAREN","19","EINDHOVEN",20239
"ESD00","ENSCHEDE","0153","ESD00","ENSCHEDE","23","ZWOLLE",20240
"ESL00","EERSEL","0770","ESL00","EERSEL","19","EINDHOVEN",20241
"EST00","EST EN OPIJNEN","0304","NRE00","NEERIJNEN","25","ARNHEM",20242
"ETD00","ECHTELD","1740","NDR00","NEDER-BETUWE","25","ARNHEM",20243
"ETN01","ETTEN-LEUR","0777","ETN01","ETTEN-LEUR","13","BREDA",20244
"EVD00","EVERDINGEN","0620","VAN00","VIANEN","15","ROTTERDAM",20245
"EWK00","EWIJK","0209","BNG00","BEUNINGEN","25","ARNHEM",20246
"EZG00","EZINGE","0053","WSM04","WINSUM","22","GRONINGEN",20247
"FNK00","FRANEKER","0070","FNK02","FRANEKERADEEL","20","LEEUWARDEN",20248
"FNT01","FIJNAART","1709","MDK00","MOERDIJK","13","BREDA",20249
"FSW00","FINSTERWOLDE","1895","OAT00","OLDAMBT","22","GRONINGEN",20250
"FWD00","FERWERD","1722","FWD02","FERWERDERADIEL","20","LEEUWARDEN",20251
"GAA00","GAAST","1900","FLN00","SUDWEST FRYSLAN","20","LEEUWARDEN",20252
"GBG00","GRAMSBERGEN","0160","HDB00","HARDENBERG","23","ZWOLLE",20253
"GBK00","GROESBEEK","0241","GBK00","GROESBEEK","25","ARNHEM",20254
"GBV00","GRUBBENVORST","1507","HOR03","HORST AAN DE MAAS","18","ROERMOND",20255
"GDA01","GOUDA","0513","GDA01","GOUDA","15","ROTTERDAM",20256
"GDA02","GOUDRIAAN","1927","MLW00","MOLENWAARD","15","ROTTERDAM",20257
"GDG00","GENDRINGEN","1509","ISS01","OUDE IJSSELSTREEK","25","ARNHEM",20258
"GDM00","GELDERMALSEN","0236","GDM00","GELDERMALSEN","25","ARNHEM",20259
"GDP00","GELDROP","1771","GDP01","GELDROP-MIERLO","19","EINDHOVEN",20260
"GDR01","GOEDEREEDE","1924","GRE01","GOEREE-OVERFLAKKEE","15","ROTTERDAM",20261
"GDR02","GOUDERAK","0644","ODK03","OUDERKERK","15","ROTTERDAM",20262
"GDR03","GARDEREN","0203","BNV00","BARNEVELD","25","ARNHEM",20263
"GEN00","GENDT","1705","LGW01","LINGEWAARD","25","ARNHEM",20264
"GFN00","GEFFEN","1671","MKD00","MAASDONK","19","EINDHOVEN",20265
"GHN00","GIETHOORN","1708","SWK02","STEENWIJKERLAND","23","ZWOLLE",20266
"GHT00","GRAFHORST","0166","KPN01","KAMPEN","23","ZWOLLE",20267
"GKK01","GRIJPSKERK","0056","ZHN00","ZUIDHORN","22","GRONINGEN",20268
"GKK02","GIEKERK","0737","TJS00","TYTSJERKSTERADIEL","20","LEEUWARDEN",20269
"GLE01","GOIRLE","0785","GLE01","GOIRLE","13","BREDA",20270
"GLE02","GEULLE","0938","MSN01","MEERSSEN","18","ROERMOND",20271
"GLN00","GELEEN","1883","STD01","SITTARD-GELEEN","18","ROERMOND",20272
"GLO00","GROENLO","1586","GRE00","OOST GELRE","25","ARNHEM",20273
"GMR00","GAMEREN","0297","ZBM00","ZALTBOMMEL","25","ARNHEM",20274
